"en_name";"en_vote";"vote_general";"fr_name";"fr_vote";"it_name";"it_vote";"es_name";"es_vote";"de_name";"de_vote";"earliest_begin";"latest_begin";"earliest_end";"latest_end";"link_chronontology"
"Republic of China";;"Uok";"République de Chine";;"Repubblica della Cina";;"República de China";;"Republik China";;1912;1912;1949;1949;"http://chronontology.dainst.org/period/v5ScaJsee0hZ"
"Republican";;"Xunderspecific";"Républicain";;"Repubblicano";;"Republicano";;"Republikanisch";;-509;-509;-27;-27;"http://chronontology.dainst.org/period/bKWxpkWd7BlY"
"Restauration";;"Xunderspecific";"Restauration";;"Restauro";;"Restauracion";;"Wiederherstellung";;1815;1815;1830;1830;"http://chronontology.dainst.org/period/o2bQYD1iIbAG"
"Restoration";;"Xunderspecific";"Restauration";;"Restauro";;"Restauracion";;"Wiederherstellung";;1660;1660;1688;1688;"http://chronontology.dainst.org/period/PLQLqfDPY2fD"
"Restored Le dynasty";;"Uok";"Restored Le dynasty";;"Restored Le dynasty";;"Restaurada dinastía Le";;"Restaurierte Le-Dynastie";;1533;1533;1788;1788;"http://chronontology.dainst.org/period/FWA7mq5VgbXY"
"Return of the Heraclidae";;"Uok";"Retour des Heraclidae";;"Ritorno degli Heraclidae";;"Regreso de los Heraclidae";;"Rückkehr der Heraclidae";;-1124;-1124;-1024;-1024;"http://chronontology.dainst.org/period/W7UY0NnihhMR"
"Revolt";;"Xunderspecific";"Révolte";;"Rivolta";;"Revuelta";;"Revolte";;2011;2011;2015;2015;"http://chronontology.dainst.org/period/9w2nIzdgSK7w"
"Revolt of Civilis";"Uok";"Ucorrected";"Révolte de Civilis";;"Rivolta di Civilis";;"Revuelta de Civilis";;"Aufstand von Civilis";;69;69;70;70;"http://chronontology.dainst.org/period/ubWs30nnB9hq"
"Revolt of Sertorius";;"Uok";"Révolte de Sertorius";;"Rivolta di Sertorio";;"Revuelta de Sertorio";;"Aufstand von Sertorius";;-81;-81;-71;-71;"http://chronontology.dainst.org/period/NeADP71St4cC"
"Revolution";;"Xunderspecific";"Révolution";;"Rivoluzione";;"Revolución";;"Revolution";;1962;1962;1993;1993;"http://chronontology.dainst.org/period/3mMY4Fg00wx5"
"Revolution of 1848 in Germany";;"Uok";"Révolution de 1848 en Allemagne";;"Rivoluzione del 1848 in Germania";;"Revolución de 1848 en Alemania";;"Revolution von 1848 in Deutschland";;1848;1848;1849;1849;"http://chronontology.dainst.org/period/orKDZQbh2GAr"
"Revolution of 1848-1849";;"Uok";"Révolution de 1848-1849";;"Rivoluzione del 1848-1849";;"Revolución de 1848-1849";;"Revolution of 1848-1849";;1848;1848;1849;1849;"http://chronontology.dainst.org/period/yqlbvDtSTmzj"
"Revolution of 1905";;"Uok";"Révolution de 1905";;"Rivoluzione del 1905";;"Revolución de 1905";;"Revolution of 1905";;1905;1905;1907;1907;"http://chronontology.dainst.org/period/zndN8EDoGgaE"
"Revolution of American colonies";;"Uok";"Révolution des colonies américaines";;"Rivoluzione delle colonie americane";;"Revolución de colonias americanas";;"Revolution der amerikanischen Kolonien";;1806;1806;1830;1830;"http://chronontology.dainst.org/period/49eo3DH4IMCl"
"Revolution of the Comuneros";;"Uok";"Révolution des Comuneros";;"Rivoluzione dei Comuneros";;"Revolution of the Comuneros";;"Revolution der Comuneros";;1721;1721;1735;1735;"http://chronontology.dainst.org/period/AdlmCvr1o7dd"
"Revolution of the Farrapos";;"Uok";"Révolution des Farrapos";;"Rivoluzione dei Farrapos";;"Revolución de los Farrapos";;"Revolution der Farrapos";;1835;1835;1845;1845;"http://chronontology.dainst.org/period/d5WvlZHHBBZ3"
"Revolutionary Council period";;"Uok";"Période du Conseil révolutionnaire";;"Periodo del Consiglio rivoluzionario";;"Período del Consejo revolucionario";;"Revolutionsratszeit";;1962;1962;1988;1988;"http://chronontology.dainst.org/period/IX02yHW2PXjb"
"Revolutionary period";;"Xunderspecific";"Période révolutionnaire";;"Periodo rivoluzionario";;"Periodo revolucionario";;"Revolutionszeit";;1868;1868;1875;1875;"http://chronontology.dainst.org/period/5wKkfmyfNWjH"
"Rhaetian";;"Uok";"Rhétien";;"retica";;"Rético";;"Rhätisch";;-209500000;-209500000;-201300000;-201300000;"http://chronontology.dainst.org/period/etD96rOPxxw0"
"Rhodesian War";;"Uok";"Guerre de Rhodésie";;"Guerra di Rodi";;"Guerra de Rodesia";;"Rhodesian War";;1966;1966;1980;1980;"http://chronontology.dainst.org/period/zJ5MRxFTJ7u3"
"Rhuddanian";;"Uok";"Rhuddanian";;"Rhuddanian";;"Rhuddanian";;"Rhuddanian";;-443800000;-443800000;-440800000;-440800000;"http://chronontology.dainst.org/period/UspvaSOLWJCt"
"Rhyacian";;"Uok";"Rhyacian";;"rhyaciano";;"Ryaciano";;"Rhyacian";;-2300000000;-2300000000;-2050000000;-2050000000;"http://chronontology.dainst.org/period/pIAit0GWtyyT"
"Richard I";;"Uname";"Richard I";;"Riccardo I.";;"Ricardo I";;"Richard I.";;1189;1189;1199;1199;"http://chronontology.dainst.org/period/IHx7xEyUPnjb"
"Richard II";;"Uname";"Richard II";;"Riccardo II";;"Ricardo II";;"Richard II";;1377;1377;1399;1399;"http://chronontology.dainst.org/period/0VwIzG7pEvBd"
"Richard III";;"Uname";"Richard III";;"Riccardo III";;"Ricardo III";;"Richard III";;1483;1483;1485;1485;"http://chronontology.dainst.org/period/gFv1V2dsFzzV"
"Riel Rebellion";;"Uok";"Riel Rebellion";;"Riel Rebellion";;"Rebelión de Riel";;"Riel Rebellion";;1869;1869;1870;1870;"http://chronontology.dainst.org/period/lXWEW5rVQ89q"
"Rimac";;"Uname";"Rimac";;"Rimac";;"Rimac";;"Rimac";;900;900;1430;1430;"http://chronontology.dainst.org/period/ovvFvnZ26sci"
"Rinaldone";;"Uname";"Rinaldone";;"Rinaldone";;"Rinaldone";;"Rinaldone";;-3200;-3200;-2500;-2500;"http://chronontology.dainst.org/period/fUM5tEdxExrK"
"Ringerike Style";;"Uok";"Style de Rigerike";"Ucorrected";"Stile Ringerike";;"Estilo Ringerike";;"Ringerike Style";;1000;1000;1099;1099;"http://chronontology.dainst.org/period/uDrynu3ZhpZQ"
"ripple-burnished";;"Uok";"ondulé bruni";;"ripple-brunito";;"ondulado";"Xbad-translation";"wellig brüniert";;-6000;-6000;-4000;-4000;"http://chronontology.dainst.org/period/3PWRX8FcxF6l"
"Riverton";;"Uname";"Riverton";;"Riverton";;"Riverton";;"Riverton";;-3000;-3000;-1000;-1000;"http://chronontology.dainst.org/period/BbQkpydL7YAC"
"Roadian";;"Uname";"Roadian";;"ROADIAN";;"Roadian";;"Roadian";;-272300000;-272300000;-268800000;-268800000;"http://chronontology.dainst.org/period/oKgkMLk3Xg8W"
"Robert I";;"Uname";"Robert I";;"Robert I.";;"Robert I";;"Robert I.";;1306;1306;1329;1329;"http://chronontology.dainst.org/period/2sdgrd4Nn1HZ"
"Robert II";;"Uname";"Robert II";;"Robert II";;"Roberto II";;"Robert II";;996;996;1031;1031;"http://chronontology.dainst.org/period/fStpmkwc0j2E"
"Robert III";;"Uname";"Robert III";;"Robert III";;"Roberto III";;"Robert III";;1390;1390;1406;1406;"http://chronontology.dainst.org/period/9NzFY2F1FRqA"
"Rockingham";;"Uname";"Rockingham";;"Rockingham";;"Rockingham";;"Rockingham";;1800;1800;1899;1899;"http://chronontology.dainst.org/period/HSxmsO20F0ml"
"Rococo";;"Uok";"Rococo";;"Rococò";;"Rococó";;"Rokoko";;1700;1700;1900;1900;"http://chronontology.dainst.org/period/pp6ybdypiZna"
"Rococo Revival";;"Uok";"Renaissance rococo";;"Revival rococò";;"Renacimiento rococó";;"Rokoko-Renaissence";"Ucorrected";1800;1800;1899;1899;"http://chronontology.dainst.org/period/d9uSxJ8vTlf3"
"Roger II";;"Uok";"Roger II";;"Ruggero II";;"Roger II";;"Roger II";;1105;1105;1154;1154;"http://chronontology.dainst.org/period/1aOVSaJI1HIe"
"ROMAN";;"Uok";"Roman";;"romano";;"romano";;"Roman";;-100;-100;399;399;"http://chronontology.dainst.org/period/AG6uitL97Zum"
"Roman";;"Uok";"ROMAN";;"ROMANO";;"ROMANO";;"ROMAN";;-700;-700;600;600;"http://chronontology.dainst.org/period/wL0HAxPIo2WF"
"Roman antiquity";;"Uok";"Roman antiquity";;"Antichità romana";;"Antigüedad romana";;"Römische Antike";;-50;-50;499;499;"http://chronontology.dainst.org/period/DWpVmwukeyTz"
"Roman Early Empire-Late Antique";;"Uok";"Empire romain ancien-Antiquité tardive";;"Impero romano-tardo antico";;"Imperio romano temprano-Antigüedad tardía";;"Römisches Frühreich - Spätantike";;-30;-30;640;640;"http://chronontology.dainst.org/period/nSWMF09SOkqG"
"Roman Early Empire/Parthian";;"Uok";"Premier Empire romain / Parthe";;"Primo Impero Romano / Parthian";;"Imperio Romano Temprano / Partio";;"Römisches Frühreich / Parther";;-30;-30;226;226;"http://chronontology.dainst.org/period/diQVHqyW75DK"
"Roman Early Empire/Parthian Middle East";;"Xoverspecific";"Premier Empire romain / Moyen-Orient parthe";;"Primo Impero Romano / Medio Oriente dei Parti";;"Imperio romano temprano / Partio Medio Oriente";;"Römisches Frühreich / Parther Mittlerer Osten";;-30;-30;226;226;"http://chronontology.dainst.org/period/diQVHqyW75DK"
"Roman Eastern Empire";;"Uok";"Roman Eastern Empire";;"Impero romano d'oriente";;"Imperio Romano del Este";;"Römisches Ostreich";;-29;-29;640;640;"http://chronontology.dainst.org/period/B48PlxPrXafS"
"Roman emperors";;"Uok";"Empereurs romains";;"Imperatori romani";;"Emperadores romanos";;"Römische Kaiser";;-29;-29;395;395;"http://chronontology.dainst.org/period/HYVotTZSBC5r"
"Roman Empire";;"Uok";"Roman Empire";;"impero romano";;"imperio Romano";;"Römisches Reich";;-27;-27;499;499;"http://chronontology.dainst.org/period/QLtisI9R8sYE"
"Roman I";;"Uok";"Roman I";;"Romano I";;"Romano I";;"Roman I.";;-49;-49;150;150;"http://chronontology.dainst.org/period/v2rFeXuPQqn3"
"Roman II";;"Uok";"Romain II";;"Romano II";;"Romano II";;"Roman II";;150;150;250;250;"http://chronontology.dainst.org/period/CooMS2h0j3Vq"
"Roman Imperial";;"Uok";"Impérial romain";;"Impero romano";;"Imperial romano";;"Roman Imperial";;-27;-27;476;476;"http://chronontology.dainst.org/period/bCTpXj4LVC2n"
"Roman imperial period";;"Uok";"Période impériale romaine";;"Periodo imperiale romano";;"Periodo imperial romano";;"Römische Kaiserzeit";;-100;-100;400;400;"http://chronontology.dainst.org/period/ojQ3ix9NCdGq"
"Roman Iron Age";;"Uok";"Âge du fer romain";;"Età del ferro romano";;"Edad de hierro romana";;"Römische Eisenzeit";;0;0;400;400;"http://chronontology.dainst.org/period/pDE8nQM39cCf"
"Roman Kingdom";;"Uok";"Roman Kingdom";;"Regno romano";;"Reino romano";;"Römisches Königreich";;-753;-753;-509;-509;"http://chronontology.dainst.org/period/Rqx4RCSbzXop"
"Roman Middle East";;"Uok";"Moyen-Orient romain";;"Medio Oriente romano";;"Medio Oriente romano";;"Römischer Naher Osten";;-140;-140;640;640;"http://chronontology.dainst.org/period/543xABxmSuXV"
"Roman Period";;"Uok";"Période romaine";;"Periodo romano";;"Periodo romano";;"Römerzeit";;-29;-29;641;641;"http://chronontology.dainst.org/period/ICWCm7owaNwO"
"Roman period";;"Uok";"Période romaine";;"Periodo romano";;"Periodo Romano";;"Römerzeit";;-217;-217;414;414;"http://chronontology.dainst.org/period/XkKh8qIE6ky8"
"Roman Republic";;"Uok";"République romaine";;"Repubblica Romana";;"Republica Romana";;"Römische Republik";;-509;-509;-27;-27;"http://chronontology.dainst.org/period/RX2Rv7kcbLGk"
"Roman Republican";;"Uok";"Républicain romain";;"Repubblicano romano";;"Republicano romano";;"Römischer Republikaner";;-509;-509;-26;-26;"http://chronontology.dainst.org/period/vaWnyttypp7k"
"Roman Tetrarchy";;"Uok";"Roman Tetrarchy";;"Tetrarchia romana";;"Tetrarquía romana";;"Römische Tetrarchie";;293;293;313;313;"http://chronontology.dainst.org/period/csD6YrDrpD6p"
"Roman-Early Byzantine";;"Uok";"Roman-début byzantin";;"Roman-Early bizantine";;"Bizantino romano temprano";;"Römisch-frühbyzantinisch";;-140;-140;850;850;"http://chronontology.dainst.org/period/gZNYu7srWCZT"
"Roman-Early Byzantine Middle East";;"Uok";"Moyen-Orient romano-byzantin ancien";;"Medio Oriente bizantino romano-antico";;"Romano-Temprano Bizantino Medio Oriente";;"Römisch-frühbyzantinischer Naher Osten";;-140;-140;850;850;"http://chronontology.dainst.org/period/gZNYu7srWCZT"
"Roman-Jewish War";;"Uok";"Guerre juive romaine";;"Guerra romano-ebraica";;"Guerra romano-judía";;"Römisch-jüdischer Krieg";;66;66;73;73;"http://chronontology.dainst.org/period/8Hg2sQUBnmUO"
"Roman-Modern";;"Uok";"Romain-moderne";;"Roman-moderna";;"Romano-moderno";;"Roman-Modern";;-98;-98;2008;2008;"http://chronontology.dainst.org/period/tYonp6pRMEwc"
"Romanesque";;"Uok";"Romanesque";;"romanico";;"románico";;"Romanisch";;1000;1000;1200;1200;"http://chronontology.dainst.org/period/oh2t1EPA7Uql"
"Romanesque period";;"Uok";"Période romane";;"Periodo romanico";;"Periodo románico";;"Romanik";;1056;1056;1189;1189;"http://chronontology.dainst.org/period/yFelAp9K8o2H"
"Romanesque Revival";;"Uok";"Renaissance romane";;"Rinascimento romanico";;"Renacimiento románico";;"Romanische Wiederbelebung";;1820;1820;1899;1899;"http://chronontology.dainst.org/period/psgN4UpAHgZt"
"Romano-British";;"Uok";"Romano-britannique";;"Romano-British";;"Romano-British";;"Romano-britisch";;43;43;410;410;"http://chronontology.dainst.org/period/MAHWylk6XkwS"
"Romano-Celtic";;"Uok";"Romano-celtique";;"Romano-Celtic";;"Romano-Celtic";;"Romano-keltisch";;-49;-49;300;300;"http://chronontology.dainst.org/period/6x5wESYWNl5Z"
"Romans";;"Uok";"Romans";;"romani";;"Romanos";;"Römer";;-139;-139;440;440;"http://chronontology.dainst.org/period/p1q32pwbwf4t"
"Romantic";;"Uok";"Romantique";;"Romantico";;"Romántico";;"Romantisch";;1750;1750;1850;1850;"http://chronontology.dainst.org/period/2A074TOR3i73"
"Romanus II";"Uok";"Ucorrected";"Romanus II";;"Romanus II";;"Romanus II";;"Romanus II";;959;959;963;963;"http://chronontology.dainst.org/period/YlDM0l4EkORx"
"Romersk Jernalder";"Uok";"Ucorrected";"Romersk Jernalder";;"Romersk Jernalder";;"Romersk Jernalder";;"Romersk Jernalder";;1;1;375;375;"http://chronontology.dainst.org/period/8CC7bNNTo8Dp"
"Romulus Augustulus";;"Uok";"Romulus Augustulus";;"Romolo Augusto";;"Rómulo Augusto";;"Romulus Augustus";;475;475;476;476;"http://chronontology.dainst.org/period/2vP4rs1T46Mr"
"Roscommon";;"Uok";"Roscommon";;"Roscommon";;"Roscommon";;"Roscommon";;-1160;-1160;-920;-920;"http://chronontology.dainst.org/period/dST4ByOG4D6I"
"Rössen";"Uok";"Ucorrected";"Rössen";;"Rössen";;"Rössen";;"Rössen";;-5000;-5000;-3000;-3000;"http://chronontology.dainst.org/period/5r4pAOd0krju"
"Ru";;"Uok";"Ru";;"Ru";"Ucorrected";"Ru";;"Ru";;1107;1107;1127;1127;"http://chronontology.dainst.org/period/LxMIP9nbOhpu"
"Rudolf II";;"Uname";"Rudolf I";;"Rudolf I";;"Rudolf I";;"Rudolf II";;1576;1576;1612;1612;"http://chronontology.dainst.org/period/s5wfDkhdH04i"
"Rudolph II";;"Uname";"Rudolph II";;"Rudolph II";;"Rodolfo II";;"Rudolph II";;1576;1576;1612;1612;"http://chronontology.dainst.org/period/s5wfDkhdH04i"
"Rule of the Nine";;"Uok";"Règle des neuf";;"Regola dei Nove";;"Regla de los nueve";;"Herrschaft der Neun";;1287;1287;1355;1355;"http://chronontology.dainst.org/period/28Aij4PBvowz"
"Rule of the Noveschi";;"Uok";"Règle des Noveschi";;"Regola dei Noveschi";;"Regla de los Noveschi";;"Herrschaft der Noveschi";;1287;1287;1355;1355;"http://chronontology.dainst.org/period/28Aij4PBvowz"
"Rum Rebellion";;"Uok";"Rébellion du rhum";;"Ribellione al Rum";;"Rebelión de ron";;"Rum-Aufstand";"Ucorrected";1808;1808;1809;1809;"http://chronontology.dainst.org/period/JqrDyjzzS9wu"
"Rum/Crusader";"Uok";"Xbad-translation";"Chambres / Croisé";;"Stanze / Crociato";;"Habitaciones / Cruzado";;"Rum/Crusader";;1077;1077;1307;1307;"http://chronontology.dainst.org/period/Kz1oOQbbF1Hq"
"Rum/Crusader Anatolia";;"Xoverspecific";"Rhum / Croisé Anatolie";;"Rum / Crusader Anatolia";;"Ron / cruzada Anatolia";;"Rum/Crusader Anatolia";;1077;1077;1307;1307;"http://chronontology.dainst.org/period/Kz1oOQbbF1Hq"
"Rundbogenstil";"Uok";"Ucorrected";"Rundbogenstil";;"Rundbogenstil";;"Rundbogenstil";;"Rundbogenstil";;1825;1825;1875;1875;"http://chronontology.dainst.org/period/K8R7GIOP7Z7n"
"Rupelian";;"Uok";"Rupélien";;"Rupeliano";;"Rumano";;"Rupelian";;-33900000;-33900000;-28100000;-28100000;"http://chronontology.dainst.org/period/gwx79l3fdau1"
"Rupert";;"Xeasily-mistaken";"Rupert";;"Rupert";;"Rupert";;"Rupert";;1400;1400;1410;1410;"http://chronontology.dainst.org/period/GbMd6pRDKQdd"
"Russian Conquest";;"Uok";"Conquête russe";;"Conquista russa";;"Conquista rusa";;"Russische Eroberung";;1831;1831;1859;1859;"http://chronontology.dainst.org/period/bVGyJPvbuYNy"
"Russian occupation";;"Uok";"Occupation russe";;"Occupazione russa";;"Ocupación rusa";;"Russische Besetzung";;1713;1713;1721;1721;"http://chronontology.dainst.org/period/qAIBNe6XesVw"
"Russo-Chechen Conflict";;"Uok";"Conflit russo-tchétchène";;"Russo-Chechen Conflict";;"Conflicto ruso-checheno";;"Russisch-tschetschenischer Konflikt";;1994;1994;2015;2015;"http://chronontology.dainst.org/period/6SG04IrfqSa2"
"Russo-Japanese War";;"Uok";"Guerre russo-japonaise";;"Russo-Japanese War";;"Guerra ruso-japonesa";;"Russo-Japanese War";;1904;1904;1905;1905;"http://chronontology.dainst.org/period/sPgCbVLmD9Z5"
"Russo-Turkish War";;"Uok";"Guerre russo-turque";;"Guerra russo-turca";;"Guerra ruso-turca";;"Russisch-türkischer Krieg";;1853;1853;1856;1856;"http://chronontology.dainst.org/period/ZFsM2VyhKwq6"
"Russo-Turkish Wars";;"Uok";"Guerres russo-turques";;"Guerre russo-turche";;"Guerras ruso-turcas";;"Russisch-türkische Kriege";;1676;1676;1878;1878;"http://chronontology.dainst.org/period/om5qMIB5n029"
"Rustic";;"Uok";"Rustique";;"Rustico";;"Rústico";;"Rustikal";;1700;1700;1899;1899;"http://chronontology.dainst.org/period/qkVN8zPy1OUA"
"Ryakunin Era";"Uok";"Ucorrected";"Epoque Ryakunin";;"Ryakunin Era";;"Era Ryakunin";;"Ryakunin-Ära";;1238;1238;1239;1239;"http://chronontology.dainst.org/period/jeYsulqOl2Jw"
"Ryokuyo";"Uok";"Ucorrected";"Ryokuyo";;"Ryokuyo";;"Ryokuyo";;"Ryokuyo";;645;645;794;794;"http://chronontology.dainst.org/period/77v0fhVu37hE"
"Sabaean";;"Uname";"Sabaean";;"Sabaean";;"Sabaean";"Ucorrected";"Sabaean";;-1000;-1000;1000;1000;"http://chronontology.dainst.org/period/5YvCYyVLKBte"
"Sac";"Uok";"Xeasily-mistaken";"Sac";;"Sacchetto";;"Bolso";;"Tasche";;1673;1673;1950;1950;"http://chronontology.dainst.org/period/mu9FiCIK5jYd"
"Sac and Fox";;"Uok";"Sac et Fox";;"Sac e Fox";;"Sac and Fox";;"Sac und Fox";;1673;1673;1950;1950;"http://chronontology.dainst.org/period/grrXJgMSTuep"
"Sac?";"Uok";"Xeasily-mistaken";"Sac?";;"Sacchetto?";;"¿Bolso?";;"Tasche?";;1673;1673;1950;1950;"http://chronontology.dainst.org/period/8AtiNvvFt3kH"
"Sacred War";;"Xunderspecific";"Guerre sacrée";;"Guerra Sacra";;"Guerra sagrada";;"Sacred War";;-354;-354;-345;-345;"http://chronontology.dainst.org/period/3PrjvCx1c0Uh"
"Safavid";;"Uname";"Safavid";;"safavide";;"Safavid";;"Safavid";;1501;1501;1725;1725;"http://chronontology.dainst.org/period/XSzfzmfTGeYv"
"Safavid dynasty";;"Uok";"Dynastie safavide";;"Dinastia safavide";;"Dinastía safávida";;"Safavid Dynastie";;1501;1501;1722;1722;"http://chronontology.dainst.org/period/WcjEHfhpzsVy"
"Ṣafavid dynasty";;"Uok";"Dynastie avafavid";;"Dinastia deiafavidi";;"Dinastía afavid";;"Ṣafavid Dynastie";;1501;1501;1736;1736;"http://chronontology.dainst.org/period/YBSHMm8LfINa"
"Safavid Middle East";;"Uok";"Safavid Middle East";;"Safavid Medio Oriente";;"Safavid Medio Oriente";;"Safavid Naher Osten";;1501;1501;1725;1725;"http://chronontology.dainst.org/period/XSzfzmfTGeYv"
"Safety Harbor";;"Xunderspecific";"Port de sécurité";;"Porto di sicurezza";;"Puerto de seguridad";;"Sicherheitshafen";;1000;1000;1500;1500;"http://chronontology.dainst.org/period/vNjqEtdN5JLW"
"Saffarid dynasty";;"Uok";"Dynastie Saffaride";;"Dinastia Saffarid";;"Dinastía Saffarid";;"Saffaridendynastie";;861;861;1003;1003;"http://chronontology.dainst.org/period/IdtVkeHulxrT"
"Saiko Era";;"Uok";"Saiko Era";;"Era Saiko";;"Era Saiko";;"Saiko-Ära";;854;854;857;857;"http://chronontology.dainst.org/period/Jt49O9IGyWfW"
